8,18881228,send,1
8,18881228,send,2
16,18881228,send,1
16,18881228,send,2
2,18881228,send,1
2,18881228,send,2
10,18881228,send,1
10,18881228,send,2
4,18881228,send,1
4,18881228,send,2
6,18881228,send,1
6,18881228,send,2
12,18881228,send,1
12,18881228,send,2
18,18881228,send,1
18,18881228,send,2
14,18881228,send,1
14,18881228,send,2
8,18881228,send,3
8,18881228,send,4
16,18881228,send,3
16,18881228,send,4
2,18881228,send,3
2,18881228,send,4
10,18881228,send,3
10,18881228,send,4
4,18881228,send,3
4,18881228,send,4
6,18881228,send,3
6,18881228,send,4
12,18881228,send,3
12,18881228,send,4
18,18881228,send,3
18,18881228,send,4
14,18881228,send,3
14,18881228,send,4
8,18881228,send,5
8,18881228,send,6
6,18881228,send,5
6,18881228,send,6
12,18881228,send,5
12,18881228,send,6
18,18881228,send,5
18,18881228,send,6
