2,18626380,send,1
4,18626528,send,1
10,18626528,send,1
6,18626380,send,1
6,18626528,send,2
12,18626380,send,1
12,18626528,send,2
8,18626380,send,1
14,18626380,send,1
16,18626528,send,1
18,18626380,send,1
18,18626528,send,2
20,18626380,send,1
2,18626380,send,2
2,18626528,send,3
4,18626380,send,2
10,18626380,send,2
6,18626528,send,3
12,18626528,send,3
8,18626380,send,2
8,18626528,send,3
14,18626380,send,2
14,18626528,send,3
16,18626380,send,2
18,18626528,send,3
20,18626380,send,2
20,18626528,send,3
2,18626528,send,4
4,18626380,send,3
4,18626528,send,4
10,18626380,send,3
10,18626528,send,4
6,18626380,send,4
12,18626380,send,4
8,18626528,send,4
14,18626528,send,4
16,18626380,send,3
16,18626528,send,4
18,18626380,send,4
20,18626528,send,4
2,18626380,send,5
4,18626528,send,5
10,18626528,send,5
6,18626380,send,5
6,18626528,send,6
12,18626380,send,5
12,18626528,send,6
8,18626380,send,5
14,18626380,send,5
16,18626528,send,5
18,18626380,send,5
18,18626528,send,6
20,18626380,send,5
